SingleCopyOG,Name,Product,Pathway,Orthogroup
OG0012250::H2,PLDDELTA,Phospholipase D delta,Ether lipid metabolism,OG0012250
OG0022927::H1,PLDZETA1,Phospholipase D zeta 1,Ether lipid metabolism,OG0022927
OG0022927::NA,PLPZETA2,Phospholipase D zeta 2,Ether lipid metabolism,OG0022927
OG0017138::NA,NPC2,Non-specific phospholipase C2,Ether lipid metabolism,OG0017138
OG0021376::NA,PLDBETA1,Phospholipase D beta 1,Ether lipid metabolism,OG0021376
OG0043311::NA,LPCAT1,Lysophospholipid acyltransferase 1,Ether lipid metabolism,OG0043311
OG0021301::NA,PLDDELTA,Phospholipase D delta,Ether lipid metabolism,OG0021301
OG0001463::H2,SAT3,Serine acetyltransferase 3%2C mitochondrial,Exopolysaccharide biosynthesis,OG0001463
OG0057682::H2,SAT3,Serine acetyltransferase 3%2C mitochondrial,Exopolysaccharide biosynthesis,OG0057682
OG0009697::H1,SAT4,Serine acetyltransferase 4,Exopolysaccharide biosynthesis,OG0009697
OG0052883::H2,SAT4,Serine acetyltransferase 4,Exopolysaccharide biosynthesis,OG0052883
OG0003670::H1,wdr48,WD repeat-containing protein 48,Fanconi anemia pathway,OG0003670
OG0003670::H2,wdr48,WD repeat-containing protein 48,Fanconi anemia pathway,OG0003670
OG0005537::H2,Slx1b,Structure-specific endonuclease subunit SLX1,Fanconi anemia pathway,OG0005537
OG0006986::H1,REV3,DNA polymerase zeta catalytic subunit,Fanconi anemia pathway,OG0006986
OG0008221::H2,Telo2,Telomere length regulation protein TEL2 homolog,Fanconi anemia pathway,OG0008221
OG0008717::H2,ATR,Serine/threonine-protein kinase ATR,Fanconi anemia pathway,OG0008717
OG0008739::H1,FANCM,DEAD-box ATP-dependent RNA helicase FANCM,Fanconi anemia pathway,OG0008739
OG0008851::H1,POLH,DNA polymerase eta,Fanconi anemia pathway,OG0008851
OG0008851::H2,POLH,DNA polymerase eta,Fanconi anemia pathway,OG0008851
OG0008994::H2,RMI2,RecQ-mediated genome instability protein 2,Fanconi anemia pathway,OG0008994
OG0009048::H2,FAN1,Fanconi-associated nuclease 1 homolog,Fanconi anemia pathway,OG0009048
OG0010038::H2,RMI1,RecQ-mediated genome instability protein 1,Fanconi anemia pathway,OG0010038
OG0010304::H1,REV1,DNA repair protein REV1,Fanconi anemia pathway,OG0010304
OG0010645::H1,MHF2,Protein MHF2 homolog,Fanconi anemia pathway,OG0010645
OG0010645::H2,MHF2,Protein MHF2 homolog,Fanconi anemia pathway,OG0010645
OG0010854::H2,POLK,DNA polymerase kappa,Fanconi anemia pathway,OG0010854
OG0011928::H2,slx1,Structure-specific endonuclease subunit slx1,Fanconi anemia pathway,OG0011928
OG0011934::H2,FANCI,Fanconi anemia group I protein,Fanconi anemia pathway,OG0011934
OG0011934::NA,Fanci,Fanconi anemia group I protein homolog,Fanconi anemia pathway,OG0011934
OG0012461::H2,Fancd2,Fanconi anemia group D2 protein homolog,Fanconi anemia pathway,OG0012461
OG0012476::H2,Fancl,E3 ubiquitin-protein ligase FANCL,Fanconi anemia pathway,OG0012476
OG0012643::H1,UBC37,Probable ubiquitin-conjugating enzyme E2 37,Fanconi anemia pathway,OG0012643
OG0000430::H1,KCS11,3-ketoacyl-CoA synthase 11,Fatty acid syn/deg,OG0000430
OG0000430::H2,KCS11,3-ketoacyl-CoA synthase 11,Fatty acid syn/deg,OG0000430
OG0000549::H1,S-ACP-DES6,Stearoyl-[acyl-carrier-protein] 9-desaturase 6%2C chloroplastic,Fatty acid syn/deg,OG0000549
OG0000549::H2,,Stearoyl-[acyl-carrier-protein] 9-desaturase%2C chloroplastic,Fatty acid syn/deg,OG0000549
OG0000605::H1,FAD2,Delta(12)-fatty-acid desaturase FAD2,Fatty acid syn/deg,OG0000605
OG0000605::H2,FAD2,Delta(12)-fatty-acid desaturase FAD2,Fatty acid syn/deg,OG0000605
OG0001003::H1,KCS19,3-ketoacyl-CoA synthase 19,Fatty acid syn/deg,OG0001003
OG0034544::H1,KCS19,3-ketoacyl-CoA synthase 19,Fatty acid syn/deg,OG0034544
OG0001003::H2,KCS19,3-ketoacyl-CoA synthase 19,Fatty acid syn/deg,OG0001003
OG0001003::NA,KCS19,3-ketoacyl-CoA synthase 19,Fatty acid syn/deg,OG0001003
OG0001037::H2,KCR1,Very-long-chain 3-oxoacyl-CoA reductase 1,Fatty acid syn/deg,OG0001037
OG0001133::H1,CUT1,3-ketoacyl-CoA synthase 6,Fatty acid syn/deg,OG0001133
OG0001133::H2,CUT1,3-ketoacyl-CoA synthase 6,Fatty acid syn/deg,OG0001133
OG0001857::H2,LACS8,Long chain acyl-CoA synthetase 8,Fatty acid syn/deg,OG0001857
OG0001857::H1,LACS9,Long chain acyl-CoA synthetase 9%2C chloroplastic,Fatty acid syn/deg,OG0001857
OG0002128::H1,FATB1,Palmitoyl-acyl carrier protein thioesterase%2C chloroplastic,Fatty acid syn/deg,OG0002128
OG0002128::H2,FATB1,Palmitoyl-acyl carrier protein thioesterase%2C chloroplastic,Fatty acid syn/deg,OG0002128
OG0002639::H1,KAT1,3-ketoacyl CoA thiolase 1%2C peroxisomal,Fatty acid syn/deg,OG0002639
OG0002639::H2,KAT1,3-ketoacyl CoA thiolase 1%2C peroxisomal,Fatty acid syn/deg,OG0002639
OG0002741::H1,ppt-1,Palmitoyl-protein thioesterase 1,Fatty acid syn/deg,OG0002741
OG0002741::H2,ppt-1,Palmitoyl-protein thioesterase 1,Fatty acid syn/deg,OG0002741
OG0002916::H1,LACS6,Long chain acyl-CoA synthetase 6%2C peroxisomal,Fatty acid syn/deg,OG0002916
OG0057791::H1,LACS7,Long chain acyl-CoA synthetase 7%2C peroxisomal,Fatty acid syn/deg,OG0057791
OG0002916::H2,LACS7,Long chain acyl-CoA synthetase 7%2C peroxisomal,Fatty acid syn/deg,OG0002916
OG0002916::NA,LACS7,Long chain acyl-CoA synthetase 7%2C peroxisomal,Fatty acid syn/deg,OG0002916
OG0003084::H1,bkr3,3-oxoacyl-[acyl-carrier-protein] reductase 3%2C chloroplastic,Fatty acid syn/deg,OG0003084
OG0003084::H2,gbkr1,3-oxoacyl-[acyl-carrier-protein] reductase 1%2C chloroplastic,Fatty acid syn/deg,OG0003084
OG0003086::H1,LACS4,Long chain acyl-CoA synthetase 4,Fatty acid syn/deg,OG0003086
OG0003086::H2,LACS4,Long chain acyl-CoA synthetase 4,Fatty acid syn/deg,OG0003086
OG0003309::H2,KCS4,3-ketoacyl-CoA synthase 4,Fatty acid syn/deg,OG0003309
OG0003983::H1,KAS3A,Beta-ketoacyl-[acyl-carrier-protein] synthase III A%2C chloroplastic,Fatty acid syn/deg,OG0003983
OG0003983::H2,KAS3B,Beta-ketoacyl-[acyl-carrier-protein] synthase III B%2C chloroplastic,Fatty acid syn/deg,OG0003983
OG0004545::H1,LACS1,Long chain acyl-CoA synthetase 1,Fatty acid syn/deg,OG0004545
OG0004545::NA,CCL6,Probable CoA ligase CCL6,Fatty acid syn/deg,OG0004545
OG0005332::H1,FATA,Oleoyl-acyl carrier protein thioesterase%2C chloroplastic (Fragment),Fatty acid syn/deg,OG0005332
OG0005332::H2,FATA,Oleoyl-acyl carrier protein thioesterase%2C chloroplastic (Fragment),Fatty acid syn/deg,OG0005332
OG0005337::H1,fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,Fatty acid syn/deg,OG0005337
OG0005337::H2,fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,Fatty acid syn/deg,OG0005337
OG0005569::H1,IBR3,Probable acyl-CoA dehydrogenase IBR3,Fatty acid syn/deg,OG0005569
OG0005569::H2,IBR3,Probable acyl-CoA dehydrogenase IBR3,Fatty acid syn/deg,OG0005569
OG0005600::H2,ACH2,Acyl-CoA hydrolase 2,Fatty acid syn/deg,OG0005600
OG0005725::H2,ECR,Very-long-chain enoyl-CoA reductase,Fatty acid syn/deg,OG0005725
OG0005725::H1,ECR,Very-long-chain enoyl-CoA reductase,Fatty acid syn/deg,OG0005725
OG0005725::NA,ECR,Very-long-chain enoyl-CoA reductase,Fatty acid syn/deg,OG0005725
OG0006740::H1,KCS1,3-ketoacyl-CoA synthase 1,Fatty acid syn/deg,OG0006740
OG0006740::H2,KCS1,3-ketoacyl-CoA synthase 1,Fatty acid syn/deg,OG0006740
OG0006827::H2,AAE16,Probable acyl-activating enzyme 16%2C chloroplastic,Fatty acid syn/deg,OG0006827
OG0006912::H1,POPTRDRAFT_831870,Biotin carboxylase 1%2C chloroplastic,Fatty acid syn/deg,OG0006912
OG0006912::H2,POPTRDRAFT_831870,Biotin carboxylase 1%2C chloroplastic,Fatty acid syn/deg,OG0006912
OG0006912::NA,POPTRDRAFT_831870,Biotin carboxylase 1%2C chloroplastic,Fatty acid syn/deg,OG0006912
OG0007028::H1,PAS2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PASTICCINO 2,Fatty acid syn/deg,OG0007028
OG0007028::H2,PAS2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PASTICCINO 2,Fatty acid syn/deg,OG0007028
OG0008477::H1,HACD2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,Fatty acid syn/deg,OG0008477
OG0008479::H1,At3g45770,Enoyl-[acyl-carrier-protein] reductase%2C mitochondrial,Fatty acid syn/deg,OG0008479
OG0008479::H2,At3g45770,Enoyl-[acyl-carrier-protein] reductase%2C mitochondrial,Fatty acid syn/deg,OG0008479
OG0009024::H2,Mcat,Malonyl-CoA-acyl carrier protein transacylase%2C mitochondrial,Fatty acid syn/deg,OG0009024
OG0009074::H2,FATB,Palmitoyl-acyl carrier protein thioesterase%2C chloroplastic,Fatty acid syn/deg,OG0009074
OG0009496::H1,CCL6,Probable CoA ligase CCL6,Fatty acid syn/deg,OG0009496
OG0009496::H2,CCL6,Probable CoA ligase CCL6,Fatty acid syn/deg,OG0009496
OG0009724::H2,CCL8,Probable CoA ligase CCL8,Fatty acid syn/deg,OG0009724
OG0010329::H1,FDH,3-ketoacyl-CoA synthase 10,Fatty acid syn/deg,OG0010329
OG0010329::H2,FDH,3-ketoacyl-CoA synthase 10,Fatty acid syn/deg,OG0010329
OG0010892::H1,KCS4,3-ketoacyl-CoA synthase 4,Fatty acid syn/deg,OG0010892
OG0012056::H2,FATB,Palmitoyl-acyl carrier protein thioesterase%2C chloroplastic,Fatty acid syn/deg,OG0012056
OG0012953::H1,FDH,3-ketoacyl-CoA synthase 10,Fatty acid syn/deg,OG0012953
OG0041371::H2,FATB,Palmitoyl-acyl carrier protein thioesterase%2C chloroplastic,Fatty acid syn/deg,OG0041371
OG0018789::NA,LACS5,Long chain acyl-CoA synthetase 5,Fatty acid syn/deg,OG0018789
OG0017990::NA,KCS20,3-ketoacyl-CoA synthase 20,Fatty acid syn/deg,OG0017990
OG0029411::NA,At3g45770,Enoyl-[acyl-carrier-protein] reductase%2C mitochondrial,Fatty acid syn/deg,OG0029411
OG0043228::NA,LACS9,Long chain acyl-CoA synthetase 9%2C chloroplastic,Fatty acid syn/deg,OG0043228
OG0058146::NA,FDH,3-ketoacyl-CoA synthase 10,Fatty acid syn/deg,OG0058146
OG0000044::H2,UGT73C12,UDP-glycosyltransferase 73C12,Flavone and flavonol biosynthesis,OG0000044
OG0000044::H1,TOGT1,Scopoletin glucosyltransferase,Flavone and flavonol biosynthesis,OG0000044
OG0000044::NA,TOGT1,Scopoletin glucosyltransferase,Flavone and flavonol biosynthesis,OG0000044
OG0000877::H1,F3GT1,Anthocyanidin 3-O-galactosyltransferase F3GT1,Flavone and flavonol biosynthesis,OG0000877
OG0000877::H2,FGT,Anthocyanidin 3-O-glucosyltransferase 2,Flavone and flavonol biosynthesis,OG0000877
OG0000240::H2,BPS,2%2C4%2C6-trihydroxybenzophenone synthase,"Flavone, flavonol and flavonoid biosynthesis",OG0000240
OG0000240::H1,BPS,2%2C4%2C6-trihydroxybenzophenone synthase,"Flavone, flavonol and flavonoid biosynthesis",OG0000240
OG0002879::H2,FLS,Flavonol synthase/flavanone 3-hydroxylase,"Flavone, flavonol and flavonoid biosynthesis",OG0002879
OG0003715::H1,CHI,Chalcone--flavanone isomerase,"Flavone, flavonol and flavonoid biosynthesis",OG0003715
OG0003715::H2,CHI,Chalcone--flavanone isomerase,"Flavone, flavonol and flavonoid biosynthesis",OG0003715
OG0004393::H1,DFR,Dihydroflavonol 4-reductase,"Flavone, flavonol and flavonoid biosynthesis",OG0004393
OG0004623::H1,AN3,Naringenin%2C2-oxoglutarate 3-dioxygenase (Fragment),"Flavone, flavonol and flavonoid biosynthesis",OG0004623
OG0004623::H2,AN3,Naringenin%2C2-oxoglutarate 3-dioxygenase (Fragment),"Flavone, flavonol and flavonoid biosynthesis",OG0004623
OG0005867::NA,CYP75B2,Flavonoid 3'-monooxygenase,"Flavone, flavonol and flavonoid biosynthesis",OG0005867
OG0007072::H1,ANS,Leucoanthocyanidin dioxygenase,"Flavone, flavonol and flavonoid biosynthesis",OG0007072
OG0007072::H2,ANS,Leucoanthocyanidin dioxygenase,"Flavone, flavonol and flavonoid biosynthesis",OG0007072
OG0007786::H1,CHIL2,Chalcone isomerase-like protein 2,"Flavone, flavonol and flavonoid biosynthesis",OG0007786
OG0007786::H2,CHIL2,Chalcone isomerase-like protein 2,"Flavone, flavonol and flavonoid biosynthesis",OG0007786
OG0007786::NA,CHIL2,Chalcone isomerase-like protein 2,"Flavone, flavonol and flavonoid biosynthesis",OG0007786
OG0010369::H1,ANR,Anthocyanidin reductase ((2S)-flavan-3-ol-forming),"Flavone, flavonol and flavonoid biosynthesis",OG0010369
OG0010369::H2,ANR,Anthocyanidin reductase ((2S)-flavan-3-ol-forming),"Flavone, flavonol and flavonoid biosynthesis",OG0010369
OG0037968::NA,ANS,Leucoanthocyanidin dioxygenase,"Flavone, flavonol and flavonoid biosynthesis",OG0037968
OG0002631::H1,FPGS1,Folylpolyglutamate synthase,Folate biosynthesis,OG0002631
OG0002631::H2,FPGS2,Folylpolyglutamate synthase,Folate biosynthesis,OG0002631
OG0003087::H1,RIBA1,Bifunctional riboflavin biosynthesis protein RIBA 1%2C chloroplastic,Folate biosynthesis,OG0003087
OG0003087::H2,RIBA1,Bifunctional riboflavin biosynthesis protein RIBA 1%2C chloroplastic,Folate biosynthesis,OG0003087
OG0017430::H2,RIBA1,Bifunctional riboflavin biosynthesis protein RIBA 1%2C chloroplastic,Folate biosynthesis,OG0017430
OG0003461::H2,DAAT,D-amino-acid transaminase%2C chloroplastic,Folate biosynthesis,OG0003461
OG0003461::H1,DAAT,D-amino-acid transaminase%2C chloroplastic,Folate biosynthesis,OG0003461
OG0004108::H1,GCH1,GTP cyclohydrolase 1,Folate biosynthesis,OG0004108
OG0004108::H2,GCH1,GTP cyclohydrolase 1,Folate biosynthesis,OG0004108
OG0004108::NA,GCH1,GTP cyclohydrolase 1,Folate biosynthesis,OG0004108
OG0004939::H1,FOLB1,Dihydroneopterin aldolase 1,Folate biosynthesis,OG0004939
OG0005461::H2,GGH2,Gamma-glutamyl hydrolase 2,Folate biosynthesis,OG0005461
OG0005846::H1,MOCS2,Molybdopterin synthase catalytic subunit,Folate biosynthesis,OG0005846
OG0057431::H1,MOCS2,Molybdopterin synthase catalytic subunit,Folate biosynthesis,OG0057431
OG0005846::H2,MOCS2,Molybdopterin synthase catalytic subunit,Folate biosynthesis,OG0005846
OG0057431::NA,MOCS2,Molybdopterin synthase catalytic subunit,Folate biosynthesis,OG0057431
OG0005846::NA,MOCS2,Molybdopterin synthase catalytic subunit,Folate biosynthesis,OG0005846
OG0006578::H1,MitHPPK/DHPS,Folate synthesis bifunctional protein%2C mitochondrial,Folate biosynthesis,OG0006578
OG0006578::NA,MitHPPK/DHPS,Folate synthesis bifunctional protein%2C mitochondrial,Folate biosynthesis,OG0006578
OG0006582::H1,DHFS,Dihydrofolate synthetase,Folate biosynthesis,OG0006582
OG0006582::H2,DHFS,Dihydrofolate synthetase,Folate biosynthesis,OG0006582
OG0006582::NA,DHFS,Dihydrofolate synthetase,Folate biosynthesis,OG0006582
OG0006919::H1,ADCS,Aminodeoxychorismate synthase%2C chloroplastic,Folate biosynthesis,OG0006919
OG0006919::H2,ADCS,Aminodeoxychorismate synthase%2C chloroplastic,Folate biosynthesis,OG0006919
OG0007659::H1,CNX3,Cyclic pyranopterin monophosphate synthase%2C mitochondrial,Folate biosynthesis,OG0007659
OG0007749::H2,CNX2,GTP 3'%2C8-cyclase%2C mitochondrial,Folate biosynthesis,OG0007749
OG0009442::H2,CNX1,Molybdopterin biosynthesis protein CNX1,Folate biosynthesis,OG0009442
OG0009765::H1,ABA3,Molybdenum cofactor sulfurase,Folate biosynthesis,OG0009765
OG0009765::H2,ABA3,Molybdenum cofactor sulfurase,Folate biosynthesis,OG0009765
OG0009920::H2,ATP1,Probable pterin-4-alpha-carbinolamine dehydratase%2C chloroplastic,Folate biosynthesis,OG0009920
OG0009920::NA,ATP1,Probable pterin-4-alpha-carbinolamine dehydratase%2C chloroplastic,Folate biosynthesis,OG0009920
OG0010961::H2,PDL2,Pterin-4-alpha-carbinolamine dehydratase 2%2C mitochondrial,Folate biosynthesis,OG0010961
OG0022716::H1,RIBA3,Monofunctional riboflavin biosynthesis protein RIBA 3%2C chloroplastic,Folate biosynthesis,OG0022716
OG0012085::H2,RIBA3,Monofunctional riboflavin biosynthesis protein RIBA 3%2C chloroplastic,Folate biosynthesis,OG0012085
OG0012280::H2,FPGS1,Folylpolyglutamate synthase,Folate biosynthesis,OG0012280
OG0021515::H1,DHFS,Dihydrofolate synthetase,Folate biosynthesis,OG0021515
OG0021515::NA,DHFS,Dihydrofolate synthetase,Folate biosynthesis,OG0021515
OG0057700::NA,DAAT,D-amino-acid transaminase%2C chloroplastic,Folate biosynthesis,OG0057700
OG0043009::NA,FOLB1,Dihydroneopterin aldolase 1,Folate biosynthesis,OG0043009
OG0057171::NA,RIBA1,Bifunctional riboflavin biosynthesis protein RIBA 1%2C chloroplastic,Folate biosynthesis,OG0057171
OG0000695::H2,MAN4,Mannan endo-1%2C4-beta-mannosidase 4,Fructose and mannose metabolism,OG0000695
OG0000695::H1,MAN7,Mannan endo-1%2C4-beta-mannosidase 7,Fructose and mannose metabolism,OG0000695
OG0003007::H1,gmppA,Mannose-1-phosphate guanyltransferase alpha,Fructose and mannose metabolism,OG0003007
OG0003007::H2,gmppA,Mannose-1-phosphate guanyltransferase alpha,Fructose and mannose metabolism,OG0003007
OG0004295::H1,FRK2,Fructokinase-2,Fructose and mannose metabolism,OG0004295
OG0004295::H2,FRK2,Fructokinase-2,Fructose and mannose metabolism,OG0004295
OG0004862::H1,MAN2,Mannan endo-1%2C4-beta-mannosidase 2,Fructose and mannose metabolism,OG0004862
OG0004862::H2,MAN2,Mannan endo-1%2C4-beta-mannosidase 2,Fructose and mannose metabolism,OG0004862
OG0005909::H1,PMM,Phosphomannomutase,Fructose and mannose metabolism,OG0005909
OG0005909::H2,PMM,Phosphomannomutase,Fructose and mannose metabolism,OG0005909
OG0005961::H1,FKFBP,6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase,Fructose and mannose metabolism,OG0005961
OG0005961::NA,FKFBP,6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase,Fructose and mannose metabolism,OG0005961
OG0028995::H1,MAN6,Mannan endo-1%2C4-beta-mannosidase 6,Fructose and mannose metabolism,OG0028995
OG0008645::H2,MAN6,Mannan endo-1%2C4-beta-mannosidase 6,Fructose and mannose metabolism,OG0008645
OG0008645::NA,MAN6,Mannan endo-1%2C4-beta-mannosidase 6,Fructose and mannose metabolism,OG0008645
OG0028995::NA,MAN6,Mannan endo-1%2C4-beta-mannosidase 6,Fructose and mannose metabolism,OG0028995
OG0063785::NA,MAN6,Mannan endo-1%2C4-beta-mannosidase 6,Fructose and mannose metabolism,OG0063785
OG0043082::NA,FKFBP,6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase,Fructose and mannose metabolism,OG0043082
OG0043083::NA,FKFBP,6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase,Fructose and mannose metabolism,OG0043083
OG0000198::H1,BGAL1,Beta-galactosidase 1,Galactose metabolism,OG0000198
OG0000198::H2,BGAL1,Beta-galactosidase 1,Galactose metabolism,OG0000198
OG0000198::NA,BGAL1,Beta-galactosidase 1,Galactose metabolism,OG0000198
OG0000444::H1,GOLS1,Galactinol synthase 1,Galactose metabolism,OG0000444
OG0000444::H2,GOLS1,Galactinol synthase 1,Galactose metabolism,OG0000444
OG0000444::NA,GOLS1,Galactinol synthase 1,Galactose metabolism,OG0000444
OG0000846::H2,,Alpha-glucosidase,Galactose metabolism,OG0000846
OG0001694::H2,INVA,Acid beta-fructofuranosidase,Galactose metabolism,OG0001694
OG0001694::H1,INVA,Acid beta-fructofuranosidase,Galactose metabolism,OG0001694
OG0002029::H1,RFS1,Probable galactinol--sucrose galactosyltransferase 1,Galactose metabolism,OG0002029
OG0002029::H2,RFS2,Probable galactinol--sucrose galactosyltransferase 2,Galactose metabolism,OG0002029
OG0002960::H1,RFS,Galactinol--sucrose galactosyltransferase,Galactose metabolism,OG0002960
OG0002960::H2,RFS,Galactinol--sucrose galactosyltransferase,Galactose metabolism,OG0002960
OG0003912::H1,UGE2,UDP-glucose 4-epimerase GEPI48,Galactose metabolism,OG0003912
OG0003912::H2,"UGE2,UGE5",UDP-glucose 4-epimerase GEPI48,Galactose metabolism,OG0003912
OG0005479::H2,UGE1,Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1,Galactose metabolism,OG0005479
OG0006087::H1,lacZ,Beta-galactosidase,Galactose metabolism,OG0006087
OG0006087::H2,lacZ,Beta-galactosidase,Galactose metabolism,OG0006087
OG0006633::H1,RFS2,Probable galactinol--sucrose galactosyltransferase 2,Galactose metabolism,OG0006633
OG0007204::H1,STS1,Stachyose synthase,Galactose metabolism,OG0007204
OG0007204::H2,STS1,Stachyose synthase,Galactose metabolism,OG0007204
OG0009733::H2,RFS6,Probable galactinol--sucrose galactosyltransferase 6,Galactose metabolism,OG0009733
OG0025744::H2,GOLS1,Galactinol synthase 1,Galactose metabolism,OG0025744
OG0022362::H1,GOLS4,Galactinol synthase 4,Galactose metabolism,OG0022362
OG0023225::H2,RFS2,Probable galactinol--sucrose galactosyltransferase 2,Galactose metabolism,OG0023225
